**absq	**bar	**beat	**b7	**b7	**b7	**b7	**b7	**b7	**b7	**b7
0	1	1	17	21	0	0	26	28	31	31
4	1	3	17	21	24	0	28	28	33	-31
6	1	4	-17	24	-24	0	-28	-28	-33	-31
8	2	1	20	-24	24	24	27	29	34	31
10	2	2	-20	24	-24	-24	-27	-29	-34	-31
11	2	2.5	-20	-24	-24	-24	26	-29	-34	-31
11.5	2	2.75	-20	-24	-24	-24	25	-29	-34	-31
12	2	3	-20	22	27	24	24	-29	-34	-31
14	2	4	20	-22	-27	-24	27	29	34	-31
16	3	1	18	-22	-27	27	27	29	34	32
18	3	2	-18	25	27	-27	25	-29	-34	-32
19	3	2.5	-18	-25	-27	-27	26	-29	-34	-32
20	3	3	-18	-25	25	-27	27	-29	-34	-32
21	3	3.5	-18	-25	-25	-27	28	-29	-34	-32
22	3	4	-18	25	-25	27	29	-29	-34	32
24	4	1	21	23	-25	25	28	30	35	32
28	4	3	-21	21	28	-25	0	30	-35	-32
30	4	4	21	-21	-28	-25	28	-30	-35	-32
32	5	1	19	-21	-28	28	28	-30	35	33
34	5	2	17	24	28	-28	26	31	-35	-33
36	5	3	-17	-24	26	28	-26	-31	-35	-33
37	5	3.5	-17	-24	-26	-28	-26	30	-35	-33
37.5	5	3.75	-17	-24	-26	-28	-26	29	-35	-33
38	5	4	24	23	-26	26	24	28	-35	-33
40	6	1	-24	22	24	-26	0	31	36	33
42	6	2	24	-22	-24	25	31	29	-36	-33
43	6	2.5	-24	-22	-24	24	-31	-29	-36	-33
44	6	3	22	20	27	24	-31	0	-36	34
46	6	4	-22	-20	-27	-24	31	29	34	-34
47	6	4.5	-22	-20	28	-24	-31	-29	-34	-34
48	7	1	20	24	29	-24	29	-29	-34	-34
49	7	1.5	-20	-24	-29	-24	-29	30	-34	-34
50	7	2	17	-24	26	-24	28	31	35	33
52	7	3	-17	-24	-26	0	-28	24	-35	33
53	7	3.5	-17	-24	27	0	-28	25	34	-33
54	7	4	17	-24	28	0	24	26	33	-33
55	7	4.5	-17	-24	-28	0	-24	27	32	-33
56	8	1	17	21	0	28	26	28	31	-33
57	8	1.5	-17	-21	0	-28	-26	24	-31	-33
